Date,Open,High,Low,Close,Adj Close,Volume
2012-01-09,1277.829956,1296.819946,1274.550049,1289.089966,1289.089966,19273940000
2012-01-16,1290.219971,1315.489990,1290.219971,1315.380005,1315.380005,16485160000
2012-01-23,1315.290039,1333.469971,1306.060059,1316.329956,1316.329956,20404830000
2012-01-30,1316.160034,1345.339966,1300.489990,1344.900024,1344.900024,21128390000
2012-02-06,1344.319946,1354.319946,1335.920044,1342.640015,1342.640015,19306360000
2012-02-13,1343.060059,1363.400024,1340.800049,1361.229980,1361.229980,19414420000
2012-02-20,1361.219971,1368.920044,1352.280029,1365.739990,1365.739990,14720720000
2012-02-27,1365.199951,1378.040039,1354.920044,1369.630005,1369.630005,18913110000
2012-03-05,1369.589966,1374.760010,1340.030029,1370.869995,1370.869995,18383450000
2012-03-12,1370.780029,1405.880005,1366.689941,1404.170044,1404.170044,21406220000
2012-03-19,1404.170044,1414.000000,1386.869995,1397.109985,1397.109985,18414980000
2012-03-26,1397.109985,1419.150024,1391.560059,1408.469971,1408.469971,18492280000
2012-04-02,1408.469971,1422.380005,1392.920044,1398.079956,1398.079956,14636130000
2012-04-09,1397.449951,1397.449951,1357.380005,1370.260010,1370.260010,19093190000
2012-04-16,1370.270020,1392.760010,1365.380005,1378.530029,1378.530029,18507460000
2012-04-23,1378.530029,1406.640015,1358.790039,1403.359985,1403.359985,18950920000
2012-04-30,1403.260010,1415.319946,1367.959961,1369.099976,1369.099976,19165870000
2012-05-07,1368.790039,1373.910034,1343.130005,1353.390015,1353.390015,19706660000
2012-05-14,1351.930054,1351.930054,1291.979980,1295.219971,1295.219971,21259330000
2012-05-21,1295.729980,1328.489990,1295.729980,1317.819946,1317.819946,18829090000
2012-05-28,1318.900024,1334.930054,1277.250000,1278.040039,1278.040039,16202900000
2012-06-04,1278.290039,1329.050049,1266.739990,1325.660034,1325.660034,19438880000
2012-06-11,1325.719971,1343.319946,1306.619995,1342.839966,1342.839966,18576250000
2012-06-18,1342.420044,1363.459961,1324.410034,1335.020020,1335.020020,20136440000
2012-06-25,1334.900024,1362.170044,1309.270020,1362.160034,1362.160034,18761520000
2012-07-02,1362.329956,1374.810059,1348.030029,1354.680054,1354.680054,11204700000
2012-07-09,1354.660034,1361.540039,1325.410034,1356.780029,1356.780029,16669120000
2012-07-16,1356.500000,1380.390015,1345.069946,1362.660034,1362.660034,18040410000
2012-07-23,1362.339966,1389.189941,1329.239990,1385.969971,1385.969971,20155950000
2012-07-30,1385.939941,1394.160034,1354.650024,1390.989990,1390.989990,19419460000
2012-08-06,1391.040039,1407.140015,1391.040039,1405.869995,1405.869995,15913920000
2012-08-13,1405.869995,1418.709961,1397.319946,1418.160034,1418.160034,14123730000
2012-08-20,1417.849976,1426.680054,1398.040039,1411.130005,1411.130005,14718990000
2012-08-27,1411.130005,1416.170044,1397.010010,1406.579956,1406.579956,13141340000
2012-09-03,1406.540039,1437.920044,1396.560059,1437.920044,1437.920044,14259910000
2012-09-10,1437.920044,1474.510010,1428.979980,1465.770020,1465.770020,20023040000
2012-09-17,1465.420044,1467.069946,1449.979980,1460.150024,1460.150024,18527570000
2012-09-24,1459.760010,1463.239990,1430.530029,1440.670044,1440.670044,16973760000
2012-10-01,1440.900024,1470.959961,1439.010010,1460.930054,1460.930054,17147310000
2012-10-08,1460.930054,1460.930054,1425.530029,1428.589966,1428.589966,15577390000
2012-10-15,1428.750000,1464.020020,1427.239990,1433.189941,1433.189941,18463100000
2012-10-22,1433.209961,1435.459961,1403.280029,1411.939941,1411.939941,16987410000
2012-10-29,1410.989990,1434.270020,1405.949951,1414.199951,1414.199951,11239480000
2012-11-05,1414.020020,1433.380005,1373.030029,1379.849976,1379.849976,18011370000
2012-11-12,1379.859985,1388.810059,1343.349976,1359.880005,1359.880005,18107380000
2012-11-19,1359.880005,1409.160034,1359.880005,1409.150024,1409.150024,10754010000
2012-11-26,1409.150024,1419.699951,1385.430054,1416.180054,1416.180054,16954180000
2012-12-03,1416.339966,1423.729980,1398.229980,1418.069946,1418.069946,16930770000
2012-12-10,1418.069946,1438.589966,1411.880005,1413.579956,1413.579956,16918840000
2012-12-17,1413.540039,1448.000000,1413.540039,1430.150024,1430.150024,20543390000
2012-12-24,1430.150024,1430.150024,1401.579956,1402.430054,1402.430054,8790850000
2012-12-31,1402.430054,1467.939941,1398.109985,1466.469971,1466.469971,14660950000
2013-01-07,1466.469971,1472.750000,1451.640015,1472.050049,1472.050049,18003450000
2013-01-14,1472.050049,1485.979980,1463.760010,1485.979980,1485.979980,17024890000
2013-01-21,1485.979980,1503.260010,1481.160034,1502.959961,1502.959961,14298680000
2013-01-28,1502.959961,1514.410034,1496.329956,1513.170044,1513.170044,18901190000
2013-02-04,1513.170044,1518.310059,1495.020020,1517.930054,1517.930054,17220660000
2013-02-11,1517.930054,1524.689941,1513.609985,1519.790039,1519.790039,17082600000
2013-02-18,1519.790039,1530.939941,1497.290039,1515.599976,1515.599976,15683400000
2013-02-25,1515.599976,1525.839966,1485.010010,1518.199951,1518.199951,19146110000
2013-03-04,1518.199951,1552.479980,1512.290039,1551.180054,1551.180054,17988980000
2013-03-11,1551.150024,1563.619995,1547.359985,1560.699951,1560.699951,18074930000
2013-03-18,1560.699951,1561.560059,1538.569946,1556.890015,1556.890015,16501510000
2013-03-25,1556.890015,1570.280029,1546.219971,1569.189941,1569.189941,12266080000
2013-04-01,1569.180054,1573.660034,1539.500000,1553.280029,1553.280029,16991960000
2013-04-08,1553.260010,1597.349976,1548.630005,1588.849976,1588.849976,16193490000
2013-04-15,1588.839966,1588.839966,1536.030029,1555.250000,1555.250000,20025810000
2013-04-22,1555.250000,1592.640015,1548.189941,1582.239990,1582.239990,17250470000
2013-04-29,1582.339966,1618.459961,1581.280029,1614.420044,1614.420044,17137450000
2013-05-06,1614.400024,1635.010010,1614.209961,1633.699951,1633.699951,16470390000
2013-05-13,1632.099976,1667.469971,1626.739990,1667.469971,1667.469971,16979670000
2013-05-20,1665.709961,1687.180054,1635.530029,1649.599976,1649.599976,17853250000
2013-05-27,1652.630005,1674.209961,1630.739990,1630.739990,1630.739990,14642760000
2013-06-03,1631.709961,1646.530029,1598.229980,1643.380005,1643.380005,18157630000
2013-06-10,1644.670044,1648.689941,1608.069946,1626.729980,1626.729980,15935010000
2013-06-17,1630.640015,1654.189941,1577.699951,1592.430054,1592.430054,20459250000
2013-06-24,1588.770020,1620.069946,1560.329956,1606.280029,1606.280029,20394900000
2013-07-01,1609.780029,1632.069946,1604.569946,1631.890015,1631.890015,11022010000
2013-07-08,1634.199951,1680.189941,1634.199951,1680.189941,1680.189941,16166370000
2013-07-15,1679.589966,1693.119995,1671.839966,1692.089966,1692.089966,15613300000
2013-07-22,1694.410034,1698.780029,1676.030029,1691.650024,1691.650024,15296700000
2013-07-29,1690.319946,1709.670044,1681.859985,1709.670044,1709.670044,16920240000
2013-08-05,1708.010010,1709.239990,1684.910034,1691.420044,1691.420044,14910070000
2013-08-12,1688.369995,1696.810059,1652.609985,1655.829956,1655.829956,15334290000
2013-08-19,1655.250000,1664.849976,1639.430054,1663.500000,1663.500000,13950930000
2013-08-26,1664.290039,1669.510010,1627.469971,1632.969971,1632.969971,13695720000
2013-09-02,1635.949951,1664.829956,1633.410034,1655.170044,1655.170044,13124750000
2013-09-09,1656.849976,1689.969971,1656.849976,1687.989990,1687.989990,15772830000
2013-09-16,1691.699951,1729.859985,1691.699951,1709.910034,1709.910034,18657960000
2013-09-23,1711.439941,1711.439941,1687.109985,1691.750000,1691.750000,15310240000
2013-09-30,1687.260010,1696.550049,1670.359985,1690.500000,1690.500000,15855840000
2013-10-07,1687.150024,1703.439941,1646.469971,1703.199951,1703.199951,16132530000
2013-10-14,1699.859985,1745.310059,1692.130005,1744.500000,1744.500000,16512980000
2013-10-21,1745.199951,1759.819946,1740.500000,1759.770020,1759.770020,17464350000
2013-10-28,1759.420044,1775.219971,1752.699951,1761.640015,1761.640015,17676620000
2013-11-04,1763.400024,1774.540039,1746.199951,1770.609985,1770.609985,18014020000
2013-11-11,1769.959961,1798.219971,1760.640015,1798.180054,1798.180054,15476450000
2013-11-18,1798.819946,1804.839966,1777.229980,1804.760010,1804.760010,15813880000
2013-11-25,1806.329956,1813.550049,1800.579956,1805.810059,1805.810059,10637550000
2013-12-02,1806.550049,1810.020020,1779.089966,1805.089966,1805.089966,16668560000
2013-12-09,1806.209961,1811.520020,1772.280029,1775.319946,1775.319946,16086600000
2013-12-16,1777.479980,1823.750000,1767.989990,1818.319946,1818.319946,19402600000
2013-12-23,1822.920044,1844.890015,1822.920044,1841.400024,1841.400024,8194360000
2013-12-30,1841.469971,1849.439941,1827.739990,1831.369995,1831.369995,10461570000
2014-01-06,1832.310059,1843.229980,1823.729980,1842.369995,1842.369995,17375600000
2014-01-13,1841.260010,1850.839966,1815.520020,1838.699951,1838.699951,17839850000
2014-01-20,1841.050049,1849.310059,1790.290039,1790.290039,1790.290039,15747340000
2014-01-27,1791.030029,1798.770020,1770.449951,1782.589966,1782.589966,19054250000
2014-02-03,1782.680054,1798.030029,1737.920044,1797.020020,1797.020020,20380140000
2014-02-10,1796.199951,1841.650024,1791.829956,1838.630005,1838.630005,16742180000
2014-02-17,1839.030029,1847.500000,1824.579956,1836.250000,1836.250000,13891540000
2014-02-24,1836.780029,1867.920044,1836.780029,1859.449951,1859.449951,18711730000
2014-03-03,1857.680054,1883.569946,1834.439941,1878.040039,1878.040039,17512170000
2014-03-10,1877.859985,1882.349976,1839.569946,1841.130005,1841.130005,16641060000
2014-03-17,1842.810059,1883.969971,1842.810059,1866.520020,1866.520020,17678140000
2014-03-24,1867.670044,1875.920044,1842.109985,1857.619995,1857.619995,16779360000
2014-03-31,1859.160034,1897.280029,1859.160034,1865.089966,1865.089966,16381500000
2014-04-07,1863.920044,1872.530029,1814.359985,1815.689941,1815.689941,18333880000
2014-04-14,1818.180054,1869.630005,1815.800049,1864.849976,1864.849976,13344490000
2014-04-21,1865.790039,1884.890015,1859.699951,1863.400024,1863.400024,15348510000
2014-04-28,1865.000000,1891.329956,1850.609985,1881.140015,1881.140015,18038030000
2014-05-05,1879.449951,1889.069946,1859.790039,1878.479980,1878.479980,16112380000
2014-05-12,1880.030029,1902.170044,1862.359985,1877.859985,1877.859985,15469770000
2014-05-19,1876.660034,1901.260010,1868.140015,1900.530029,1900.530029,13605170000
2014-05-26,1902.010010,1924.030029,1902.010010,1923.569946,1923.569946,11860010000
2014-06-02,1923.869995,1949.439941,1915.979980,1949.439941,1949.439941,14147690000
2014-06-09,1948.969971,1955.550049,1925.780029,1936.160034,1936.160034,13863870000
2014-06-16,1934.839966,1963.910034,1930.910034,1962.869995,1962.869995,16251000000
2014-06-23,1962.920044,1968.170044,1944.689941,1960.959961,1960.959961,15983470000
2014-06-30,1960.790039,1985.589966,1958.219971,1985.439941,1985.439941,11075160000
2014-07-07,1984.219971,1984.219971,1952.859985,1967.569946,1967.569946,14692810000
2014-07-14,1969.859985,1983.939941,1955.589966,1978.219971,1978.219971,15952350000
2014-07-21,1976.930054,1991.390015,1965.770020,1978.339966,1978.339966,14213850000
2014-07-28,1978.250000,1984.849976,1916.369995,1925.150024,1925.150024,17417530000
2014-08-04,1926.619995,1942.920044,1904.780029,1931.589966,1931.589966,16207390000
2014-08-11,1933.430054,1964.040039,1928.290039,1955.060059,1955.060059,13747450000
2014-08-18,1958.359985,1994.760010,1958.359985,1988.400024,1988.400024,12814930000
2014-08-25,1991.739990,2005.040039,1990.520020,2003.369995,2003.369995,11571710000
2014-09-01,2004.069946,2011.170044,1990.099976,2007.709961,2007.709961,11520670000
2014-09-08,2007.170044,2007.170044,1980.260010,1985.540039,1985.540039,14732610000
2014-09-15,1986.040039,2019.260010,1978.479980,2010.400024,2010.400024,17261820000
2014-09-22,2009.079956,2009.079956,1965.989990,1982.849976,1982.849976,16145360000
2014-09-29,1978.959961,1985.170044,1926.030029,1967.900024,1967.900024,18807610000
2014-10-06,1970.010010,1977.839966,1906.050049,1906.130005,1906.130005,20382540000
2014-10-13,1905.650024,1912.089966,1820.660034,1886.760010,1886.760010,24810660000
2014-10-20,1885.619995,1965.270020,1882.300049,1964.579956,1964.579956,17947860000
2014-10-27,1962.969971,2018.189941,1951.369995,2018.050049,2018.050049,18810910000
2014-11-03,2018.209961,2034.260010,2001.010010,2031.920044,2031.920044,18652340000
2014-11-10,2032.010010,2046.180054,2030.170044,2039.819946,2039.819946,16172310000
2014-11-17,2038.290039,2071.459961,2034.459961,2063.500000,2063.500000,17004640000
2014-11-24,2065.070068,2075.760010,2064.750000,2067.560059,2067.560059,11770900000
2014-12-01,2065.780029,2079.469971,2049.570068,2075.370117,2075.370117,18286300000
2014-12-08,2074.840088,2075.780029,2002.329956,2002.329956,2002.329956,19961180000
2014-12-15,2005.030029,2077.850098,1972.560059,2070.649902,2070.649902,25431950000
2014-12-22,2069.280029,2092.699951,2069.280029,2088.770020,2088.770020,9565680000
2014-12-29,2087.629883,2093.550049,2046.040039,2058.199951,2058.199951,10207410000
2015-01-05,2054.439941,2064.429932,1992.439941,2044.810059,2044.810059,19362860000
2015-01-12,2046.130005,2056.929932,1988.119995,2019.420044,2019.420044,20275570000
2015-01-19,2020.760010,2064.620117,2004.489990,2051.820068,2051.820068,15424020000
2015-01-26,2050.419922,2057.620117,1989.180054,1994.989990,1994.989990,19558890000
2015-02-02,1996.670044,2072.399902,1980.900024,2055.469971,2055.469971,20821110000
2015-02-09,2053.469971,2097.030029,2041.880005,2096.989990,2096.989990,18132050000
2015-02-16,2096.469971,2110.610107,2085.439941,2110.300049,2110.300049,13260470000
2015-02-23,2109.830078,2119.590088,2103.000000,2104.500000,2104.500000,16561930000
2015-03-02,2105.229980,2117.520020,2067.270020,2071.260010,2071.260010,17049500000
2015-03-09,2072.250000,2083.489990,2039.689941,2053.399902,2053.399902,17328980000
2015-03-16,2055.350098,2113.919922,2055.350098,2108.100098,2108.100098,19504990000
2015-03-23,2107.989990,2114.860107,2045.500000,2061.020020,2061.020020,16498140000
2015-03-30,2064.110107,2088.969971,2048.379883,2066.959961,2066.959961,12933470000
2015-04-06,2064.870117,2102.610107,2056.520020,2102.060059,2102.060059,15962370000
2015-04-13,2102.030029,2111.909912,2072.370117,2081.179932,2081.179932,17285170000
2015-04-20,2084.110107,2120.919922,2084.110107,2117.689941,2117.689941,16604500000
2015-04-27,2119.290039,2125.919922,2077.590088,2108.290039,2108.290039,18949060000
2015-05-04,2110.229980,2120.949951,2067.929932,2116.100098,2116.100098,17753820000
2015-05-11,2115.560059,2123.889893,2085.570068,2122.729980,2122.729980,15824270000
2015-05-18,2121.300049,2134.719971,2120.010010,2126.060059,2126.060059,14852420000
2015-05-25,2125.340088,2126.219971,2099.179932,2107.389893,2107.389893,13377830000
2015-06-01,2108.639893,2121.919922,2085.669922,2092.830078,2092.830078,15604780000
2015-06-08,2092.340088,2115.020020,2072.139893,2094.110107,2094.110107,15214050000
2015-06-15,2091.340088,2126.649902,2072.489990,2109.989990,2109.989990,17173880000
2015-06-22,2112.500000,2129.870117,2095.379883,2101.489990,2101.489990,17463770000
2015-06-29,2098.629883,2098.629883,2056.320068,2076.780029,2076.780029,14481300000
2015-07-06,2073.949951,2083.739990,2044.020020,2076.620117,2076.620117,18065680000
2015-07-13,2080.030029,2128.909912,2080.030029,2126.639893,2126.639893,15950490000
2015-07-20,2126.850098,2132.820068,2077.090088,2079.649902,2079.649902,17926480000
2015-07-27,2078.189941,2114.239990,2063.520020,2103.840088,2103.840088,19254140000
2015-08-03,2104.489990,2112.659912,2067.909912,2077.570068,2077.570068,18841050000
2015-08-10,2080.979980,2105.350098,2052.090088,2091.540039,2091.540039,17509360000
2015-08-17,2089.699951,2103.469971,1970.890015,1970.890015,1970.890015,18271310000
2015-08-24,1965.150024,1993.479980,1867.010010,1988.869995,1988.869995,26089970000
2015-08-31,1986.729980,1986.729980,1903.069946,1921.219971,1921.219971,18717360000
2015-09-07,1927.300049,1988.630005,1927.300049,1961.050049,1961.050049,14045680000
2015-09-14,1963.060059,2020.859985,1948.270020,1958.030029,1958.030029,20075770000
2015-09-21,1960.839966,1979.640015,1908.920044,1931.339966,1931.339966,18081540000
2015-09-28,1929.180054,1951.359985,1871.910034,1951.359985,1951.359985,21346290000
2015-10-05,1954.329956,2020.130005,1954.329956,2014.890015,2014.890015,20849400000
2015-10-12,2015.650024,2033.540039,1990.729980,2033.109985,2033.109985,17281480000
2015-10-19,2031.729980,2079.739990,2017.219971,2075.149902,2075.149902,18785920000
2015-10-26,2075.080078,2094.320068,2058.840088,2079.360107,2079.360107,20565930000
2015-11-02,2080.760010,2116.479980,2080.760010,2099.199951,2099.199951,20531860000
2015-11-09,2096.560059,2096.560059,2022.020020,2023.040039,2023.040039,19691320000
2015-11-16,2022.079956,2097.060059,2019.390015,2089.169922,2089.169922,19652690000
2015-11-23,2089.409912,2095.610107,2070.290039,2090.110107,2090.110107,11792690000
2015-11-30,2090.949951,2104.270020,2042.349976,2091.689941,2091.689941,20459190000
2015-12-07,2090.419922,2090.419922,2008.800049,2012.369995,2012.369995,20618850000
2015-12-14,2013.369995,2076.719971,1993.260010,2005.550049,2005.550049,24611890000
2015-12-21,2010.270020,2067.360107,2005.930054,2060.989990,2060.989990,12177090000
2015-12-28,2057.770020,2081.560059,2043.619995,2043.939941,2043.939941,10057270000
2016-01-04,2038.199951,2038.199951,1918.459961,1922.030029,1922.030029,22089690000
2016-01-11,1926.119995,1950.329956,1857.829956,1880.329956,1880.329956,25291150000
2016-01-18,1888.660034,1908.849976,1812.290039,1906.900024,1906.900024,21324990000
2016-01-25,1906.280029,1940.239990,1872.699951,1940.239990,1940.239990,23703940000
2016-02-01,1936.939941,1947.199951,1872.229980,1880.050049,1880.050049,24081930000
2016-02-08,1873.250000,1881.599976,1810.099976,1864.780029,1864.780029,25488570000
2016-02-15,1871.439941,1930.680054,1871.439941,1917.780029,1917.780029,18161550000
2016-02-22,1924.439941,1962.959961,1891.000000,1948.050049,1948.050049,20729330000
2016-02-29,1947.130005,2009.130005,1931.810059,1999.989990,1999.989990,25206170000
2016-03-07,1996.109985,2022.369995,1969.250000,2022.189941,2022.189941,22103360000
2016-03-14,2019.270020,2052.360107,2005.229980,2049.580078,2049.580078,22138770000
2016-03-21,2047.880005,2056.600098,2022.489990,2035.939941,2035.939941,13842290000
2016-03-28,2037.890015,2075.070068,2028.310059,2072.780029,2072.780029,17687000000
